,Player,Pos.,Team,Total Value,APY,Total Guaranteed,Avg. Guarantee/Year,% Guaranteed,Position,Position Rank
630,Clyde Edwards-Helaire,RB,Chiefs,10821576,2705394,9955850,2488963,92.0,RB,17
631,Jamal Woods,IDL,Colts,2695000,2695000,0,0,0.0,IDL,151
632,Matt Slater,WR,Patriots,2667500,2667500,2667500,2667500,100.0,WR,202
633,Cameron Johnston,P,Texans,8000000,2666667,3000000,1000000,37.5,P,10
634,Robert Tonyan,TE,Bears,2650000,2650000,1250000,1250000,47.2,TE,97
635,Andrew Van Ginkel,EDGE,Dolphins,2650000,2650000,2260000,2260000,85.3,EDGE,165
636,Carl Granderson,EDGE,Saints,5265000,2632500,240000,120000,4.6,EDGE,88
637,Tommy Townsend,P,Chiefs,2627000,2627000,0,0,0.0,P,27
638,Myles Bryant,CB,Patriots,2627000,2627000,0,0,0.0,CB,196
639,Jeremy Reaves,S,Commanders,2627000,2627000,0,0,0.0,S,133
640,Tyler Huntley,QB,Ravens,2627000,2627000,0,0,0.0,QB,80
641,Greg Zuerlein,K,Jets,2600000,2600000,1750000,1750000,67.3,K,35
642,K'Waun Williams,CB,Broncos,5200000,2600000,2500000,1250000,48.1,CB,81
643,Noah Brown,WR,Texans,2600000,2600000,2250000,2250000,86.5,WR,203
644,Denzel Perryman,LB,Texans,2600000,2600000,500000,500000,19.2,LB,151
645,Tre Herndon,CB,Jaguars,2582500,2582500,2582500,2582500,100.0,CB,198
646,Sione Takitaki,LB,Browns,2582500,2582500,1232500,1232500,47.7,LB,152
647,Olisaemeka Udoh,RT,Vikings,2582500,2582500,2582500,2582500,100.0,OT,68
648,Will Harris,S,Lions,2582500,2582500,2582500,2582500,100.0,S,134
649,Nick Allegretti,LG,Chiefs,2582500,2582500,2582500,2582500,100.0,IOL,54
650,Kelvin Beachum,RT,Cardinals,5150000,2575000,3260000,1630000,63.3,OT,35
651,Johnny Hekker,P,Panthers,7620000,2540000,4870000,1623333,63.9,P,11
652,Sam Franklin,S,Panthers,2510000,2510000,1500000,1500000,59.8,S,144
653,Brandon Bolden,RB,Raiders,5010000,2505000,2375000,1187500,47.4,RB,44
654,Tanoh Kpassagnon,EDGE,Saints,5000000,2500000,2500000,1250000,50.0,EDGE,93
655,Duke Riley,LB,Dolphins,5000000,2500000,2250000,1125000,45.0,LB,65
656,Nick Folk,K,Patriots,5000000,2500000,2190000,1095000,43.8,K,18
657,Wes Schweitzer,C,Jets,5000000,2500000,3165000,1582500,63.3,IOL,27
658,Cooper Rush,QB,Cowboys,5000000,2500000,2750000,1375000,55.0,QB,47
659,Tremon Smith,CB,Broncos,5000000,2500000,2500000,1250000,50.0,CB,87
660,Chris Board,LB,Patriots,5000000,2500000,2600000,1300000,52.0,LB,65
661,Matt Feiler,LG,Buccaneers,2500000,2500000,1290000,1290000,51.6,IOL,57
662,Tyler Matakevich,LB,Bills,2500000,2500000,2500000,2500000,100.0,LB,163
663,Kalif Raymond,WR,Lions,5000000,2500000,2850000,1425000,57.0,WR,103
664,Clelin Ferrell,EDGE,49ers,2500000,2500000,1240000,1240000,49.6,EDGE,175
665,Oren Burks,LB,49ers,5000000,2500000,1365000,682500,27.3,LB,65
666,Montravius Adams,IDL,Steelers,5000000,2500000,1465000,732500,29.3,IDL,84
667,Danny Johnson,CB,Commanders,5000000,2500000,2750000,1375000,55.0,CB,87
668,Joe Haeg,RG,Browns,7500000,2500000,2600000,866667,34.7,IOL,23
669,Jalen Mills,CB,Patriots,2500000,2500000,1000000,1000000,40.0,CB,205
670,Romeo Okwara,EDGE,Lions,2500000,2500000,2000000,2000000,80.0,EDGE,175
671,Mack Hollins,WR,Falcons,2500000,2500000,910000,910000,36.4,WR,215
672,Rasheem Green,EDGE,Bears,2500000,2500000,850000,850000,34.0,EDGE,175
673,Eric Murray,S,Texans,2500000,2500000,1475000,1475000,59.0,S,145
674,Joey Porter Jr.,CB,Steelers,9618348,2404587,0,0,0.0,CB,49
675,Tyler Shatley,C,Jaguars,4800000,2400000,2350000,1175000,49.0,IOL,29
676,Jamarco Jones,LT,Titans,4800000,2400000,3150000,1575000,65.6,OT,38
677,Cory Littleton,LB,Texans,2400000,2400000,600000,600000,25.0,LB,167
678,Will Levis,QB,Titans,9542162,2385541,0,0,0.0,QB,36
679,Coleman Shelton,RG,Rams,4750000,2375000,2750000,1375000,57.9,IOL,28
680,Sam LaPorta,TE,Lions,9465998,2366500,0,0,0.0,TE,27
681,Keith Smith,FB,Falcons,2350000,2350000,625000,625000,26.6,FB,12
682,Solomon Thomas,EDGE,Jets,2350000,2350000,2010000,2010000,85.5,EDGE,179
683,Logan Hall,IDL,Buccaneers,9316454,2329114,7566029,1891507,81.2,IDL,58
684,Michael Mayer,TE,Raiders,9313638,2328410,0,0,0.0,TE,28
685,Steve Avila,RG,Rams,9252708,2313177,0,0,0.0,IOL,17
686,Christian Watson,WR,Packers,9241026,2310257,7425885,1856471,80.4,WR,66
687,Hjalte Froholdt,RG,Cardinals,4600000,2300000,2110000,1055000,45.9,IOL,33
688,Reggie Gilliam,FB,Bills,4600000,2300000,1895000,947500,41.2,FB,5
689,Roger McCreary,CB,Titans,9165614,2291404,7245757,1811439,79.1,CB,51
690,Colton McKivitz,LT,49ers,4560000,2280000,1870000,935000,41.0,OT,43
691,Derick Hall,EDGE,Seahawks,9115604,2278901,0,0,0.0,EDGE,62
692,Justice Hill,RB,Ravens,4510000,2255000,1250000,625000,27.7,RB,50
693,Tyson Campbell,CB,Jaguars,9015108,2253777,7175744,1793936,79.6,CB,52
694,Breece Hall,RB,Jets,9014768,2253692,7080482,1770121,78.5,RB,22
695,Zach Pascal,WR,Cardinals,4500000,2250000,1500000,750000,33.3,WR,113
696,Evan Brown,C,Seahawks,2250000,2250000,1000000,1000000,44.4,IOL,56
697,Brian Hoyer,QB,Raiders,4500000,2250000,4205000,2102500,93.4,QB,52
698,Zane Gonzalez,K,49ers,4500000,2250000,2000000,1000000,44.4,K,20
699,Jon Feliciano,LG,49ers,2250000,2250000,2250000,2250000,100.0,IOL,58
700,Justin Hardee,CB,Jets,6750000,2250000,1000000,333333,14.8,CB,66
701,Isaiah Buggs,IDL,Lions,4500000,2250000,2100000,1050000,46.7,IDL,91
702,C.J. Beathard,QB,Jaguars,4500000,2250000,2000000,1000000,44.4,QB,52
703,Tavierre Thomas,CB,Texans,2250000,2250000,2000000,2000000,88.9,CB,211
704,Matthew Bergeron,RG,Falcons,8978482,2244621,0,0,0.0,IOL,19
705,Jalen Pitre,S,Texans,8954436,2238609,7028376,1757094,78.5,S,41
706,Elijah Moore,WR,Browns,8940422,2235106,7061273,1765318,79.0,WR,67
707,Javonte Williams,RB,Broncos,8865754,2216439,6718251,1679563,75.8,RB,24
708,Jonathan Mingo,WR,Panthers,8856606,2214152,0,0,0.0,WR,68
709,Arnold Ebiketie,EDGE,Falcons,8818692,2204673,6911142,1727786,78.4,EDGE,64
710,Jahlani Tavai,LB,Patriots,4400000,2200000,2000000,1000000,45.5,LB,77
711,Cody Davis,S,Patriots,2200000,2200000,500000,500000,22.7,S,146
712,Wil Lutz,K,Saints,2200000,2200000,500000,500000,22.7,K,36
713,Isaiah Foskey,EDGE,Saints,8734722,2183681,0,0,0.0,EDGE,65
714,Jevon Holland,S,Dolphins,8716404,2179101,6257796,1564449,71.8,S,42
715,Tee Higgins,WR,Bengals,8686788,2171697,6752255,1688064,77.7,WR,69
716,Kyler Gordon,CB,Bears,8682930,2170733,6495022,1623756,74.8,CB,55
717,Landon Dickerson,LG,Eagles,8656670,2164168,5958386,1489597,68.8,IOL,14
718,"Michael Pittman, Jr.",WR,Colts,8612842,2153211,6625377,1656344,76.9,WR,70
719,B.J. Ojulari,EDGE,Cardinals,8597614,2149404,0,0,0.0,EDGE,66
720,Boye Mafe,EDGE,Seahawks,8562260,2140565,6319290,1579823,73.8,EDGE,67
721,D'Andre Swift,RB,Eagles,8538918,2134730,6306374,1576594,73.9,RB,25
722,Christian Barmore,IDL,Patriots,8522268,2130567,5552388,1388097,65.2,IDL,61
723,Keanu Neal,S,Steelers,4250000,2125000,920000,460000,21.6,S,73
724,Luke Musgrave,TE,Packers,8475742,2118936,0,0,0.0,TE,29
725,Kenneth Walker III,RB,Seahawks,8441580,2110395,6144040,1536010,72.8,RB,26
726,Gunner Olszewski,WR,Steelers,4200000,2100000,1235000,617500,29.4,WR,118
727,Tyquan Lewis,EDGE,Colts,2100000,2100000,500000,500000,23.8,EDGE,180
728,Scott Quessenberry,C,Texans,2100000,2100000,550000,550000,26.2,IOL,57
729,Joey Slye,K,Commanders,4200000,2100000,2000000,1000000,47.6,K,22
730,Xavier McKinney,S,Giants,8391046,2097762,5789507,1447377,69.0,S,43
731,Teven Jenkins,RG,Bears,8387848,2096962,5261518,1315380,62.7,IOL,20
732,Joe Tippmann,C,Jets,8359604,2089901,0,0,0.0,IOL,19
733,Kyle Dugger,S,Patriots,8331902,2082976,5560149,1390037,66.7,S,44
734,Andrew Booth Jr.,CB,Vikings,8305828,2076457,5957187,1489297,71.7,CB,56
735,Richie Grant,S,Falcons,8268374,2067094,5069199,1267300,61.3,S,45
736,Jason Cabinda,FB,Lions,4100000,2050000,2035000,1017500,49.6,FB,6
737,Eddy Pineiro,K,Panthers,4100000,2050000,2250000,1125000,54.9,K,23
738,Yetur Gross-Matos,EDGE,Panthers,8198828,2049707,5215458,1303865,63.6,EDGE,68
739,Julius Brents,CB,Colts,8196936,2049234,0,0,0.0,CB,57
740,Wan'Dale Robinson,WR,Giants,8185166,2046292,5791409,1447852,70.8,WR,71
741,Levi Onwuzurike,IDL,Lions,8148892,2037223,4976872,1244218,61.1,IDL,64
742,Tershawn Wharton,IDL,Chiefs,2025000,2025000,850000,850000,42.0,IDL,163
743,John Metchie III,WR,Texans,8070176,2017544,5626046,1406512,69.7,WR,72
744,Robert Hunt,RG,Dolphins,8065742,2016436,5012617,1253154,62.1,IOL,21
745,Tyrel Dodson,LB,Bills,2010000,2010000,2010000,2010000,100.0,LB,170
746,Dane Jackson,CB,Bills,2010000,2010000,2010000,2010000,100.0,CB,212
747,Brian Branch,S,Lions,8021742,2005436,0,0,0.0,S,46
748,Liam Eichenberg,LT,Dolphins,8014482,2003621,4873007,1218252,60.8,OT,29
749,Chase Winovich,EDGE,Texans,2000000,2000000,1750000,1750000,87.5,EDGE,181
750,Luke Gifford,LB,Titans,4000000,2000000,1000000,500000,25.0,LB,91
751,James Robinson,RB,Patriots,4000000,2000000,150000,75000,3.8,RB,66
752,D'Onta Foreman,RB,Bears,2000000,2000000,1000000,1000000,50.0,RB,117
753,Ray-Ray McCloud,WR,49ers,4000000,2000000,2785000,1392500,69.6,WR,132
754,Miles Killebrew,S,Steelers,4000000,2000000,965000,482500,24.1,S,85
755,Kevin Givens,IDL,49ers,2000000,2000000,2000000,2000000,100.0,IDL,164
756,Jamie Gillan,P,Giants,4000000,2000000,1000000,500000,25.0,P,17
757,Greg Joseph,K,Vikings,2000000,2000000,1700000,1700000,85.0,K,37
758,Pat O'Donnell,P,Packers,4000000,2000000,950000,475000,23.8,P,17
759,Nick Mullens,QB,Vikings,4000000,2000000,1922500,961250,48.1,QB,65
760,Terrell Edmunds,S,Eagles,2000000,2000000,600000,600000,30.0,S,149
761,Travis Homer,RB,Bears,4000000,2000000,1750000,875000,43.8,RB,66
762,Daniel Ekuale,IDL,Patriots,4000000,2000000,1000000,500000,25.0,IDL,106
763,Joshua Dobbs,QB,Browns,2000000,2000000,2000000,2000000,100.0,QB,85
764,J.K. Scott,P,Chargers,4000000,2000000,820000,410000,20.5,P,17
765,Efe Obada,EDGE,Commanders,2000000,2000000,1000000,1000000,50.0,EDGE,181
766,Boston Scott,RB,Eagles,2000000,2000000,1080000,1080000,54.0,RB,117
767,Michael Pierce,IDL,Ravens,2000000,2000000,835000,835000,41.8,IDL,164
768,Phillip Walker,QB,Bears,4000000,2000000,2010000,1005000,50.3,QB,65
769,Sam Martin,P,Bills,6000000,2000000,2365000,788333,39.4,P,12
770,Zeke Turner,LB,Cardinals,2000000,2000000,652500,652500,32.6,LB,171
771,David Ojabo,EDGE,Ravens,7909124,1977281,5401594,1350399,68.3,EDGE,69
772,Trevon Moehrig,S,Raiders,7895012,1973753,4780692,1195173,60.6,S,47
773,Jonathan Taylor,RB,Colts,7829154,1957289,4829799,1207450,61.7,RB,27
774,Jordan Akins,TE,Browns,3900000,1950000,1730000,865000,44.4,TE,73
775,Keion White,EDGE,Patriots,7790170,1947543,0,0,0.0,EDGE,70
776,Kelvin Joseph,CB,Cowboys,7781162,1945291,4692717,1173179,60.3,CB,60
777,Josh Paschal,EDGE,Lions,7735658,1933915,4842553,1210638,62.6,EDGE,71
778,Laviska Shenault,WR,Panthers,7696066,1924017,4726961,1181740,61.4,WR,73
779,Connor McGovern,C,Jets,1915000,1915000,1250000,1250000,65.3,IOL,58
780,Arthur Maulet,CB,Steelers,3825000,1912500,1000000,500000,26.1,CB,142
781,Jartavius Martin,S,Commanders,7637824,1909456,0,0,0.0,S,48
782,Walker Little,LT,Jaguars,7621702,1905426,4569497,1142374,60.0,OT,30
783,George Odum,S,49ers,5700000,1900000,3035000,1011667,53.2,S,58
784,Cole Kmet,TE,Bears,7577786,1894447,4635561,1158890,61.2,TE,31
785,Phidarian Mathis,IDL,Commanders,7506378,1876595,4501374,1125344,60.0,IDL,65
786,Cody Mauch,RT,Buccaneers,7485470,1871368,0,0,0.0,OT,28
787,Grant Delpit,S,Browns,7465062,1866266,4548457,1137114,60.9,S,49
788,Prince Tega Wanogho,RT,Chiefs,1865000,1865000,750000,750000,40.2,OT,73
789,Jackson Carman,LG,Bengals,7449960,1862490,3776787,944197,50.7,IOL,16
790,Jaquan Brisker,S,Bears,7355542,1838886,4273827,1068457,58.1,S,50
791,Keeanu Benton,IDL,Steelers,7333124,1833281,0,0,0.0,IDL,66
792,"Antoine Winfield, Jr.",S,Buccaneers,7307182,1826796,4426457,1106614,60.6,S,51
793,Nik Needham,CB,Dolphins,1825000,1825000,750000,750000,41.1,CB,218
794,Demetrius Flannigan-Fowles,LB,49ers,1825000,1825000,1250000,1250000,68.5,LB,176
795,Asante Samuel Jr.,CB,Chargers,7222948,1805737,4261368,1065342,59.0,CB,61
796,Alontae Taylor,CB,Saints,7204696,1801174,4157266,1039317,57.7,CB,62
797,Khari Blasingame,FB,Bears,3600000,1800000,1950000,975000,54.2,FB,8
798,Blake Cashman,LB,Texans,1800000,1800000,850000,850000,47.2,LB,177
799,Easton Stick,QB,Chargers,1800000,1800000,1152500,1152500,64.0,QB,87
800,Ty Montgomery,RB,Patriots,3600000,1800000,300000,150000,8.3,RB,92
801,Conor McDermott,RG,Patriots,3600000,1800000,700000,350000,19.4,IOL,46
802,Jayden Reed,WR,Packers,7180778,1795195,0,0,0.0,WR,75
803,K.J. Hamler,WR,Broncos,7137134,1784284,4295059,1073765,60.2,WR,76
804,DeShon Elliott,S,Dolphins,1770000,1770000,1770000,1770000,100.0,S,155
805,Taylor Rapp,S,Bills,1770000,1770000,1650000,1650000,93.2,S,155
806,Trent Sherfield,WR,Bills,1770000,1770000,750000,750000,42.4,WR,226
807,Damien Harris,RB,Bills,1770000,1770000,1000000,1000000,56.5,RB,120
808,David Edwards,RG,Bills,1770000,1770000,1720000,1720000,97.2,IOL,60
809,Justin McCray,RG,Panthers,1770000,1770000,690000,690000,39.0,IOL,60
810,Aaron Banks,LG,49ers,7073608,1768402,4145968,1036492,58.6,IOL,17
811,Tyquan Thornton,WR,Patriots,7053860,1763465,4040710,1010178,57.3,WR,77
812,Geno Stone,S,Ravens,1760000,1760000,750000,750000,42.6,S,158
813,Cam Smith,CB,Dolphins,7028432,1757108,0,0,0.0,CB,63
814,DeShawn Williams,IDL,Panthers,1750000,1750000,1750000,1750000,100.0,IDL,173
815,Irv Smith Jr.,TE,Bengals,1750000,1750000,400000,400000,22.9,TE,108
816,Jalen Reeves-Maybin,LB,Lions,1750000,1750000,500000,500000,28.6,LB,180
817,Riley Dixon,P,Broncos,3500000,1750000,1000000,500000,28.6,P,23
818,Ameer Abdullah,RB,Raiders,1750000,1750000,500000,500000,28.6,RB,125
819,Rondale Moore,WR,Cardinals,6924254,1731064,4030559,1007640,58.2,WR,78
820,Cameron Jurgens,C,Eagles,6903024,1725756,3924154,981039,56.8,IOL,20
821,Zach Charbonnet,RB,Seahawks,6876078,1719020,0,0,0.0,RB,30
822,Abdullah Anderson,IDL,Commanders,1700000,1700000,500000,500000,29.4,IDL,174
823,Marquise Goodwin,WR,Browns,1700000,1700000,400000,400000,23.5,WR,232
824,Ross Dwelley,TE,49ers,1700000,1700000,700000,700000,41.2,TE,109
825,Justin Watson,WR,Chiefs,3400000,1700000,1300000,650000,38.2,WR,161
826,Azeez Ojulari,EDGE,Giants,6774914,1693729,3915159,978790,57.8,EDGE,72
827,Darrell Taylor,EDGE,Seahawks,6764512,1691128,4007122,1001781,59.2,EDGE,73
828,Corey Bojorquez,P,Browns,3380000,1690000,1500000,750000,44.4,P,24
829,George Pickens,WR,Steelers,6752188,1688047,3867506,966877,57.3,WR,79
830,Eric Saubert,TE,Dolphins,1685000,1685000,850000,850000,50.4,TE,111
831,Gervon Dexter,IDL,Bears,6723732,1680933,0,0,0.0,IDL,71
832,Carlos Watkins,IDL,Cardinals,1670000,1670000,250000,250000,15.0,IDL,175
833,Trystan Colon-Castillo,C,Jets,1660000,1660000,250000,250000,15.1,IOL,63
834,Samuel Cosmi,RT,Commanders,6625568,1656392,3799758,949940,57.3,OT,29
835,Chase Claypool,WR,Bears,6616636,1654159,3892856,973214,58.8,WR,80
836,Alec Pierce,WR,Colts,6601342,1650336,3691037,922759,55.9,WR,81
837,Billy Turner,RT,Jets,1650000,1650000,1000000,1000000,60.6,OT,79
838,Tuli Tuipulotu,EDGE,Chargers,6571382,1642846,0,0,0.0,EDGE,74
839,Jakob Johnson,FB,Raiders,1625000,1625000,275000,275000,16.9,FB,14
840,Rashee Rice,WR,Chiefs,6495218,1623805,0,0,0.0,WR,82
841,Jeremiah Owusu-Koramoah,LB,Browns,6476224,1619056,3684354,921089,56.9,LB,44
842,Jaylon Johnson,CB,Bears,6468774,1617194,3778599,944650,58.4,CB,69
843,Skyy Moore,WR,Chiefs,6450506,1612627,3574481,893620,55.4,WR,83
844,Tyrique Stevenson,CB,Bears,6449502,1612376,0,0,0.0,CB,70
845,Mack Wilson,LB,Patriots,1600000,1600000,575000,575000,35.9,LB,181
846,Nate Sudfeld,QB,Lions,1600000,1600000,1000000,1000000,62.5,QB,88
847,David Quessenberry,RG,Bills,1600000,1600000,900000,900000,56.3,IOL,63
848,Raekwon McMillan,LB,Patriots,1600000,1600000,575000,575000,35.9,LB,181
849,Dennis Daley,RG,Cardinals,3200000,1600000,750000,375000,23.4,IOL,49
850,John Michael Schmitz,C,Giants,6373334,1593334,0,0,0.0,IOL,21
851,Justin Evans,S,Eagles,1590000,1590000,600000,600000,37.7,S,161
852,Dillon Radunz,RT,Titans,6326874,1581719,3568949,892237,56.4,OT,30
853,Trevon Diggs,CB,Cowboys,6320908,1580227,3664338,916085,58.0,CB,71
854,Joe Cardona,LS,Patriots,6300000,1575000,2600000,650000,41.3,LS,1
855,Trey McBride,TE,Cardinals,6299660,1574915,3457900,864475,54.9,TE,33
856,Luke Schoonmaker,TE,Cowboys,6266678,1566670,0,0,0.0,TE,34
857,Sam Williams,EDGE,Cowboys,6224254,1556064,3399649,849912,54.6,EDGE,75
858,O'Cyrus Torrence,RG,Bills,6220980,1555245,0,0,0.0,IOL,24
859,Adam Butler,IDL,Raiders,1550000,1550000,485800,485800,31.3,IDL,191
860,Mike Boone,RB,Texans,3100000,1550000,300000,150000,9.7,RB,95
861,Luke Goedeke,LG,Buccaneers,6178986,1544747,3364671,841168,54.5,IOL,18
862,Dayo Odeyingbo,EDGE,Colts,6177530,1544383,3453545,863386,55.9,EDGE,76
863,Cam Akers,RB,Rams,6173042,1543261,3550077,887519,57.5,RB,31
864,D.J. Turner,CB,Bengals,6160040,1540010,0,0,0.0,CB,72
865,Brenton Strange,TE,Jaguars,6114342,1528586,0,0,0.0,TE,37
866,Troy Andersen,LB,Falcons,6103574,1525894,3306399,826600,54.2,LB,45
867,Juice Scruggs,C,Texans,6099108,1524777,0,0,0.0,IOL,22
868,Marvin Mims,WR,Broncos,6068634,1517159,0,0,0.0,WR,84
869,Jakeem Grant,WR,Browns,1512500,1512500,0,0,0.0,WR,244
870,Trenton Scott,RT,Commanders,3020000,1510000,655000,327500,21.7,OT,58
871,Pat Freiermuth,TE,Steelers,6028180,1507045,3338140,834535,55.4,TE,38
872,Alex Bars,LG,Raiders,1500000,1500000,617500,617500,41.2,IOL,66
873,DeAndre Carter,WR,Raiders,1500000,1500000,1255000,1255000,83.7,WR,245
874,David Long,CB,Raiders,1500000,1500000,625000,625000,41.7,CB,235
875,Mike Ford,CB,Browns,1500000,1500000,925000,925000,61.7,CB,235
876,Adam Trautman,TE,Broncos,1500000,1500000,1500000,375000,100.0,TE,117
877,Dare Ogunbowale,RB,Texans,3000000,1500000,550000,550000,18.3,RB,96
878,Chris Reed,LG,Vikings,1500000,1500000,0,0,0.0,IOL,66
879,Brandon Parker,RT,Raiders,1500000,1500000,475000,475000,31.7,OT,83
880,Roderic Teamer,CB,Raiders,1500000,1500000,729000,729000,48.6,CB,235
881,Jihad Ward,EDGE,Giants,1500000,1500000,500000,500000,33.3,EDGE,198
882,Khaleke Hudson,LB,Commanders,1500000,1500000,300000,300000,20.0,LB,190
883,Antonio Hamilton,CB,Cardinals,1500000,1500000,1500000,1500000,100.0,CB,235
884,Rudy Ford,S,Packers,1500000,1500000,50000,50000,3.3,S,170
885,Steven Sims,WR,Texans,1500000,1500000,500000,500000,33.3,WR,245
886,Josh Tupou,IDL,Bengals,3000000,1500000,300000,150000,10.0,IDL,139
887,Ed Ingram,RG,Vikings,5997974,1499494,3224799,806200,53.8,IOL,25
888,Thomas Hennessy,LS,Jets,5970000,1492500,1955000,488750,32.7,LS,2
889,D'Wayne Eskridge,WR,Seahawks,5953512,1488378,3280442,820111,55.1,WR,87
890,Cam Taylor-Britt,CB,Bengals,5952730,1488183,3189835,797459,53.6,CB,74
891,Tutu Atwell,WR,Rams,5908698,1477175,3245813,811453,54.9,WR,88
892,Drake Jackson,EDGE,49ers,5892392,1473098,3143212,785803,53.3,EDGE,77
893,A.J. Epenesa,EDGE,Bills,5877304,1469326,3321554,830389,56.5,EDGE,78
894,Bryan Cook,S,Chiefs,5847142,1461786,3108247,777062,53.2,S,56
895,Nick Bolton,LB,Chiefs,5834040,1458510,3188120,797030,54.6,LB,47
896,James Cook,RB,Bills,5832064,1458016,3096594,774149,53.1,RB,33
897,Nik Bonitto,EDGE,Broncos,5801888,1450472,3073278,768320,53.0,EDGE,79
898,JaMycal Hasty,RB,Jaguars,2900000,1450000,300000,150000,10.3,RB,97
899,Salvon Ahmed,RB,Dolphins,1450000,1450000,300000,300000,20.7,RB,135
900,Zacch Pickens,IDL,Bears,5763784,1440946,1191844,297961,20.7,IDL,72
901,Adam Gotsis,IDL,Jaguars,2880000,1440000,1250000,625000,43.4,IDL,141
902,Tyler Steen,RT,Eagles,5750440,1437610,1182136,295534,20.6,OT,31
903,Sydney Brown,S,Eagles,5749106,1437277,1181168,295292,20.5,S,57
904,Drew Sanders,LB,Broncos,5734732,1433683,1170712,292678,20.4,LB,48
905,Terrace Marshall Jr.,WR,Panthers,5729482,1432371,3107327,776832,54.2,WR,89
906,J.K. Dobbins,RB,Ravens,5729438,1432360,3207293,801823,56.0,RB,34
907,Hendon Hooker,QB,Lions,5719028,1429757,1159292,289823,20.3,QB,41
908,Charley Hughlett,LS,Browns,5715555,1428889,1952027,488007,34.2,LS,3
909,Nathaniel Dell,WR,Texans,5689104,1422276,1137528,284382,20.0,WR,90
910,Pete Werner,LB,Saints,5684682,1421171,3072707,768177,54.1,LB,49
911,Byron Young,IDL,Raiders,5668710,1417178,1122696,280674,19.8,IDL,73
912,Raekwon Davis,IDL,Dolphins,5655510,1413878,3150165,787541,55.7,IDL,74
913,Kendre Miller,RB,Saints,5654312,1413578,1112228,278057,19.7,RB,35
914,Garrett Williams,CB,Cardinals,5634930,1408733,1098132,274533,19.5,CB,75
915,Jalin Hyatt,WR,Giants,5625316,1406329,1091140,272785,19.4,WR,91
916,Carlos Basham Jr.,EDGE,Bills,5624942,1406236,3026547,756637,53.8,EDGE,80
917,Van Jefferson,WR,Rams,5611140,1402785,3115880,778970,55.5,WR,92
918,Cedric Tillman,WR,Browns,5610462,1402616,1080336,270084,19.3,WR,93
919,Iosua Opeta,LG,Eagles,1400000,1400000,175000,175000,12.5,IOL,69
920,Aaron Stinnie,LG,Buccaneers,1400000,1400000,0,0,0.0,IOL,69
921,Zach Gentry,TE,Steelers,1400000,1400000,152500,152500,10.9,TE,118
922,Dallin Leavitt,S,Packers,1400000,1400000,150000,150000,10.7,S,171
923,A.J. Green,CB,Browns,1400000,1400000,900000,900000,64.3,CB,238
924,Matt Breida,RB,Giants,1400000,1400000,500000,500000,35.7,RB,136
925,P.J. Locke,S,Broncos,1400000,1400000,254000,254000,18.1,S,171
926,Josh Harris,LS,Chargers,5600000,1400000,1920000,480000,34.3,LS,4
927,Josh Myers,C,Packers,5580142,1395036,2991927,747982,53.6,IOL,23
928,Zach Harrison,EDGE,Falcons,5568446,1392112,1049780,262445,18.9,EDGE,81
929,Creed Humphrey,C,Chiefs,5565208,1391302,2980388,745097,53.6,IOL,24
930,Marte Mapu,LB,Patriots,5563708,1390927,1046332,261583,18.8,LB,50
931,Byron Young,EDGE,Rams,5555238,1388810,1040172,260043,18.7,EDGE,82
932,Tucker Kraft,TE,Packers,5537932,1384483,1027588,256897,18.6,TE,40
933,Ezra Cleveland,LG,Vikings,5537216,1384304,3058756,764689,55.2,IOL,19
934,Kyle Trask,QB,Buccaneers,5535336,1383834,2957306,739327,53.4,QB,42
935,Josh Downs,WR,Colts,5520456,1380114,1014876,253719,18.4,WR,94
936,D.J. Johnson,EDGE,Panthers,5502988,1375747,1002172,250543,18.2,EDGE,83
937,Luke Fortner,C,Jaguars,5500062,1375016,1180044,295011,21.5,IOL,25
938,James Winchester,LS,Chiefs,2750000,1375000,465000,232500,16.9,LS,16
939,Tyjae Spears,RB,Titans,5490602,1372651,993164,248291,18.1,RB,37
940,Brian Asamoah,LB,Vikings,5486844,1371711,1170432,292608,21.3,LB,52
941,Joshua Ezeudu,LG,Giants,5485524,1371381,1169472,292368,21.3,IOL,21
942,Martin Emerson,CB,Browns,5471290,1367823,1159120,289780,21.2,CB,76
943,YaYa Diaby,EDGE,Buccaneers,5465412,1366353,974844,243711,17.8,EDGE,85
944,Nicholas Petit-Frere,RT,Titans,5455740,1363935,1147812,286953,21.0,OT,32
945,Riley Moss,CB,Broncos,5447490,1361873,961812,240453,17.7,CB,77
946,Devon Achane,RB,Dolphins,5437450,1359363,954508,238627,17.6,RB,38
947,Denzel Mims,WR,Jets,5433696,1358424,2978766,744692,54.8,WR,95
948,Chad Muma,LB,Jaguars,5426116,1356529,1126264,281566,20.8,LB,53
949,Daiyan Henley,LB,Chargers,5420426,1355107,942128,235532,17.4,LB,54
950,Velus Jones Jr.,WR,Bears,5405924,1351481,1111580,277895,20.6,WR,96
951,Trenton Simpson,LB,Ravens,5404502,1351126,930548,232637,17.2,LB,55
952,Rashaad Penny,RB,Eagles,1350000,1350000,600000,600000,44.4,RB,137
953,Greedy Williams,CB,Eagles,1350000,1350000,600000,600000,44.4,CB,239
954,Ji'Ayir Brown,S,49ers,5395804,1348951,924220,231055,17.1,S,59
955,Tank Bigsby,RB,Jaguars,5392918,1348230,922120,230530,17.1,RB,39
