,SurveyYear,level_2,Val,type
29,2003,ClassificationName,4.0,ClassificationName0.25
30,2003,SanctionCode,1.0,SanctionCode0.25
31,2003,MaleUndergraduates,497.0,MaleUndergraduates0.25
32,2003,FemaleUndergraduates,674.75,FemaleUndergraduates0.25
33,2003,TotalUndergraduates,1196.75,TotalUndergraduates0.25
34,2003,SportCode,2.0,SportCode0.25
35,2003,ParticipantsMensTeam,13.0,ParticipantsMensTeam0.25
36,2003,ParticipantsWomensTeam,12.0,ParticipantsWomensTeam0.25
37,2003,TotalParticipantsMensTeamMenCoedTeam,13.0,TotalParticipantsMensTeamMenCoedTeam0.25
38,2003,TotalParticipantsWomensTeamWomenCoedTeam,12.0,TotalParticipantsWomensTeamWomenCoedTeam0.25
39,2003,OperatingExpensesperParticipantMensTeam,1180.0,OperatingExpensesperParticipantMensTeam0.25
40,2003,OperatingExpensesperTeamMensTeam,19000.0,OperatingExpensesperTeamMensTeam0.25
41,2003,OperatingExpensesperParticipantWomensTeam,1172.0,OperatingExpensesperParticipantWomensTeam0.25
42,2003,OperatingExpensesperTeamWomensTeam,16084.0,OperatingExpensesperTeamWomensTeam0.25
43,2003,TotalOperatingExpensesMensTeamandWomensTeam,35920.0,TotalOperatingExpensesMensTeamandWomensTeam0.25
44,2003,RevenuesMensTeam,30826.75,RevenuesMensTeam0.25
45,2003,RevenuesWomensTeam,24450.5,RevenuesWomensTeam0.25
46,2003,TotalRevenuesForMensTeamandWomensTeam,58852.0,TotalRevenuesForMensTeamandWomensTeam0.25
47,2003,TotalRevenuesMensTeamandMenCoedTeam,30339.0,TotalRevenuesMensTeamandMenCoedTeam0.25
48,2003,TotalRevenuesWomensTeamandWomenCoedTeam,22726.0,TotalRevenuesWomensTeamandWomenCoedTeam0.25
49,2003,TotalRevenuesMensTeamWomensTeamandCoedTeam,58852.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.25
50,2003,ExpensesMensTeam,45942.0,ExpensesMensTeam0.25
51,2003,ExpensesWomensTeam,43619.0,ExpensesWomensTeam0.25
52,2003,TotalExpensesMensTeamandWomensTeam,88207.75,TotalExpensesMensTeamandWomensTeam0.25
53,2003,TotalExpensesMensTeamandMenCoedTeam,45056.0,TotalExpensesMensTeamandMenCoedTeam0.25
54,2003,TotalExpensesWomensTeamandWomenCoedTeam,39665.0,TotalExpensesWomensTeamandWomenCoedTeam0.25
55,2003,TotalExpensesMensTeamWomensTeamandCoedTeam,87146.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.25
56,2003,UNITID,178721.0,UNITID0.5
57,2003,ClassificationName,7.0,ClassificationName0.5
58,2003,SanctionCode,1.0,SanctionCode0.5
59,2003,MaleUndergraduates,945.0,MaleUndergraduates0.5
60,2003,FemaleUndergraduates,1259.0,FemaleUndergraduates0.5
61,2003,TotalUndergraduates,2206.0,TotalUndergraduates0.5
62,2003,SportCode,2.0,SportCode0.5
63,2003,ParticipantsMensTeam,15.0,ParticipantsMensTeam0.5
64,2003,ParticipantsWomensTeam,14.0,ParticipantsWomensTeam0.5
65,2003,TotalParticipantsMensTeamMenCoedTeam,15.0,TotalParticipantsMensTeamMenCoedTeam0.5
66,2003,TotalParticipantsWomensTeamWomenCoedTeam,14.0,TotalParticipantsWomensTeamWomenCoedTeam0.5
67,2003,OperatingExpensesperParticipantMensTeam,1914.0,OperatingExpensesperParticipantMensTeam0.5
68,2003,OperatingExpensesperTeamMensTeam,30221.0,OperatingExpensesperTeamMensTeam0.5
69,2003,OperatingExpensesperParticipantWomensTeam,1945.0,OperatingExpensesperParticipantWomensTeam0.5
70,2003,OperatingExpensesperTeamWomensTeam,26990.0,OperatingExpensesperTeamWomensTeam0.5
71,2003,TotalOperatingExpensesMensTeamandWomensTeam,57500.0,TotalOperatingExpensesMensTeamandWomensTeam0.5
72,2003,RevenuesMensTeam,85026.0,RevenuesMensTeam0.5
73,2003,RevenuesWomensTeam,61757.0,RevenuesWomensTeam0.5
74,2003,TotalRevenuesForMensTeamandWomensTeam,150767.0,TotalRevenuesForMensTeamandWomensTeam0.5
75,2003,TotalRevenuesMensTeamandMenCoedTeam,83874.0,TotalRevenuesMensTeamandMenCoedTeam0.5
76,2003,TotalRevenuesWomensTeamandWomenCoedTeam,59179.0,TotalRevenuesWomensTeamandWomenCoedTeam0.5
77,2003,TotalRevenuesMensTeamWomensTeamandCoedTeam,150767.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.5
78,2003,ExpensesMensTeam,106701.0,ExpensesMensTeam0.5
79,2003,ExpensesWomensTeam,90364.5,ExpensesWomensTeam0.5
80,2003,TotalExpensesMensTeamandWomensTeam,187482.5,TotalExpensesMensTeamandWomensTeam0.5
81,2003,TotalExpensesMensTeamandMenCoedTeam,105034.0,TotalExpensesMensTeamandMenCoedTeam0.5
82,2003,TotalExpensesWomensTeamandWomenCoedTeam,86496.0,TotalExpensesWomensTeamandWomenCoedTeam0.5
83,2003,TotalExpensesMensTeamWomensTeamandCoedTeam,186578.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.5
84,2003,UNITID,211291.0,UNITID0.75
85,2003,ClassificationName,10.0,ClassificationName0.75
86,2003,SanctionCode,3.0,SanctionCode0.75
87,2003,MaleUndergraduates,2172.25,MaleUndergraduates0.75
88,2003,FemaleUndergraduates,2664.5,FemaleUndergraduates0.75
89,2003,TotalUndergraduates,4785.0,TotalUndergraduates0.75
90,2003,SportCode,2.0,SportCode0.75
91,2003,ParticipantsMensTeam,17.0,ParticipantsMensTeam0.75
92,2003,ParticipantsWomensTeam,15.0,ParticipantsWomensTeam0.75
93,2003,TotalParticipantsMensTeamMenCoedTeam,17.0,TotalParticipantsMensTeamMenCoedTeam0.75
94,2003,TotalParticipantsWomensTeamWomenCoedTeam,15.0,TotalParticipantsWomensTeamWomenCoedTeam0.75
95,2003,OperatingExpensesperParticipantMensTeam,4229.0,OperatingExpensesperParticipantMensTeam0.75
96,2003,OperatingExpensesperTeamMensTeam,62480.0,OperatingExpensesperTeamMensTeam0.75
97,2003,OperatingExpensesperParticipantWomensTeam,3920.0,OperatingExpensesperParticipantWomensTeam0.75
98,2003,OperatingExpensesperTeamWomensTeam,53386.0,OperatingExpensesperTeamWomensTeam0.75
99,2003,TotalOperatingExpensesMensTeamandWomensTeam,113452.0,TotalOperatingExpensesMensTeamandWomensTeam0.75
100,2003,RevenuesMensTeam,255795.75,RevenuesMensTeam0.75
101,2003,RevenuesWomensTeam,159916.25,RevenuesWomensTeam0.75
102,2003,TotalRevenuesForMensTeamandWomensTeam,433653.0,TotalRevenuesForMensTeamandWomensTeam0.75
103,2003,TotalRevenuesMensTeamandMenCoedTeam,253534.0,TotalRevenuesMensTeamandMenCoedTeam0.75
104,2003,TotalRevenuesWomensTeamandWomenCoedTeam,155449.0,TotalRevenuesWomensTeamandWomenCoedTeam0.75
105,2003,TotalRevenuesMensTeamWomensTeamandCoedTeam,433653.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.75
106,2003,ExpensesMensTeam,312949.5,ExpensesMensTeam0.75
107,2003,ExpensesWomensTeam,278372.5,ExpensesWomensTeam0.75
108,2003,TotalExpensesMensTeamandWomensTeam,582910.0,TotalExpensesMensTeamandWomensTeam0.75
109,2003,TotalExpensesMensTeamandMenCoedTeam,309365.0,TotalExpensesMensTeamandMenCoedTeam0.75
110,2003,TotalExpensesWomensTeamandWomenCoedTeam,262246.0,TotalExpensesWomensTeamandWomenCoedTeam0.75
111,2003,TotalExpensesMensTeamWomensTeamandCoedTeam,580874.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.75
112,2003,UNITID,229151.0,UNITID0.9
113,2003,ClassificationName,13.0,ClassificationName0.9
114,2003,SanctionCode,3.0,SanctionCode0.9
115,2003,MaleUndergraduates,4428.300000000001,MaleUndergraduates0.9
116,2003,FemaleUndergraduates,5325.800000000005,FemaleUndergraduates0.9
117,2003,TotalUndergraduates,9644.300000000003,TotalUndergraduates0.9
118,2003,SportCode,2.0,SportCode0.9
119,2003,ParticipantsMensTeam,20.0,ParticipantsMensTeam0.9
120,2003,ParticipantsWomensTeam,17.0,ParticipantsWomensTeam0.9
121,2003,TotalParticipantsMensTeamMenCoedTeam,20.0,TotalParticipantsMensTeamMenCoedTeam0.9
122,2003,TotalParticipantsWomensTeamWomenCoedTeam,17.0,TotalParticipantsWomensTeamWomenCoedTeam0.9
123,2003,OperatingExpensesperParticipantMensTeam,15162.199999999997,OperatingExpensesperParticipantMensTeam0.9
124,2003,OperatingExpensesperTeamMensTeam,214552.59999999998,OperatingExpensesperTeamMensTeam0.9
125,2003,OperatingExpensesperParticipantWomensTeam,10386.2,OperatingExpensesperParticipantWomensTeam0.9
126,2003,OperatingExpensesperTeamWomensTeam,153167.99999999997,OperatingExpensesperTeamWomensTeam0.9
127,2003,TotalOperatingExpensesMensTeamandWomensTeam,373239.99999999994,TotalOperatingExpensesMensTeamandWomensTeam0.9
128,2003,RevenuesMensTeam,963387.7000000001,RevenuesMensTeam0.9
129,2003,RevenuesWomensTeam,445307.0,RevenuesWomensTeam0.9
130,2003,TotalRevenuesForMensTeamandWomensTeam,1614242.2,TotalRevenuesForMensTeamandWomensTeam0.9
131,2003,TotalRevenuesMensTeamandMenCoedTeam,962242.0,TotalRevenuesMensTeamandMenCoedTeam0.9
132,2003,TotalRevenuesWomensTeamandWomenCoedTeam,442008.7999999999,TotalRevenuesWomensTeamandWomenCoedTeam0.9
133,2003,TotalRevenuesMensTeamWomensTeamandCoedTeam,1614242.2,TotalRevenuesMensTeamWomensTeamandCoedTeam0.9
134,2003,ExpensesMensTeam,1056556.2,ExpensesMensTeam0.9
135,2003,ExpensesWomensTeam,801002.7000000004,ExpensesWomensTeam0.9
136,2003,TotalExpensesMensTeamandWomensTeam,1864277.7999999998,TotalExpensesMensTeamandWomensTeam0.9
137,2003,TotalExpensesMensTeamandMenCoedTeam,1054603.2,TotalExpensesMensTeamandMenCoedTeam0.9
138,2003,TotalExpensesWomensTeamandWomenCoedTeam,783772.4,TotalExpensesWomensTeamandWomenCoedTeam0.9
139,2003,TotalExpensesMensTeamWomensTeamandCoedTeam,1863657.8,TotalExpensesMensTeamWomensTeamandCoedTeam0.9
140,2004,UNITID,122861.0,UNITID0.1
141,2004,ClassificationName,2.0,ClassificationName0.1
142,2004,SanctionCode,1.0,SanctionCode0.1
143,2004,MaleUndergraduates,304.4,MaleUndergraduates0.1
144,2004,FemaleUndergraduates,401.4,FemaleUndergraduates0.1
145,2004,TotalUndergraduates,750.4,TotalUndergraduates0.1
146,2004,SportCode,2.0,SportCode0.1
147,2004,ParticipantsMensTeam,12.0,ParticipantsMensTeam0.1
148,2004,ParticipantsWomensTeam,10.0,ParticipantsWomensTeam0.1
149,2004,ParticipantsMenCoedTeam,13.0,ParticipantsMenCoedTeam0.1
150,2004,ParticipantsWomenCoedTeam,16.0,ParticipantsWomenCoedTeam0.1
151,2004,TotalParticipantsMensTeamMenCoedTeam,12.0,TotalParticipantsMensTeamMenCoedTeam0.1
152,2004,TotalParticipantsWomensTeamWomenCoedTeam,10.0,TotalParticipantsWomensTeamWomenCoedTeam0.1
153,2004,OperatingExpensesperParticipantMensTeam,824.2,OperatingExpensesperParticipantMensTeam0.1
154,2004,OperatingExpensesperTeamMensTeam,12684.0,OperatingExpensesperTeamMensTeam0.1
155,2004,OperatingExpensesperParticipantWomensTeam,783.4,OperatingExpensesperParticipantWomensTeam0.1
156,2004,OperatingExpensesperTeamWomensTeam,10009.6,OperatingExpensesperTeamWomensTeam0.1
157,2004,TotalOperatingExpensesMensTeamandWomensTeam,23822.2,TotalOperatingExpensesMensTeamandWomensTeam0.1
158,2004,OperatingExpensesperParticipantMenCoedTeam,1781.689655,OperatingExpensesperParticipantMenCoedTeam0.1
159,2004,OperatingExpensesperTeamMenCoedTeam,23161.96552,OperatingExpensesperTeamMenCoedTeam0.1
160,2004,OperatingExpensesperParticipantWomenCoedTeam,1781.689655,OperatingExpensesperParticipantWomenCoedTeam0.1
161,2004,OperatingExpensesperTeamWomenCoedTeam,28507.03448,OperatingExpensesperTeamWomenCoedTeam0.1
162,2004,TotalOperatingExpensesMenCoedTeamWomenCoedTeam,51669.0,TotalOperatingExpensesMenCoedTeamWomenCoedTeam0.1
163,2004,RevenuesMensTeam,23529.800000000003,RevenuesMensTeam0.1
164,2004,RevenuesWomensTeam,19014.8,RevenuesWomensTeam0.1
165,2004,TotalRevenuesForMensTeamandWomensTeam,42814.0,TotalRevenuesForMensTeamandWomensTeam0.1
166,2004,RevenuesMenCoedTeam,39528.06897,RevenuesMenCoedTeam0.1
167,2004,RevenuesWomenCoedTeam,48649.93103,RevenuesWomenCoedTeam0.1
168,2004,TotalRevenuesMenCoedTeamWomenCoedTeam,88178.0,TotalRevenuesMenCoedTeamWomenCoedTeam0.1
169,2004,TotalRevenuesMensTeamandMenCoedTeam,22249.0,TotalRevenuesMensTeamandMenCoedTeam0.1
170,2004,TotalRevenuesWomensTeamandWomenCoedTeam,15495.5,TotalRevenuesWomensTeamandWomenCoedTeam0.1
171,2004,TotalRevenuesMensTeamWomensTeamandCoedTeam,42640.5,TotalRevenuesMensTeamWomensTeamandCoedTeam0.1
172,2004,ExpensesMensTeam,26692.800000000003,ExpensesMensTeam0.1
173,2004,ExpensesWomensTeam,23181.0,ExpensesWomensTeam0.1
174,2004,TotalExpensesMensTeamandWomensTeam,47405.4,TotalExpensesMensTeamandWomensTeam0.1
175,2004,ExpensesMenCoedTeam,125948.0345,ExpensesMenCoedTeam0.1
176,2004,ExpensesWomenCoedTeam,155012.9655,ExpensesWomenCoedTeam0.1
177,2004,TotalExpensesMenCoedTeamandWomenCoedTeam,280961.0,TotalExpensesMenCoedTeamandWomenCoedTeam0.1
178,2004,TotalExpensesMensTeamandMenCoedTeam,25087.0,TotalExpensesMensTeamandMenCoedTeam0.1
179,2004,TotalExpensesWomensTeamandWomenCoedTeam,19950.5,TotalExpensesWomensTeamandWomenCoedTeam0.1
180,2004,TotalExpensesMensTeamWomensTeamandCoedTeam,46357.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.1
181,2004,UNITID,149678.25,UNITID0.25
182,2004,ClassificationName,4.0,ClassificationName0.25
183,2004,SanctionCode,1.0,SanctionCode0.25
184,2004,MaleUndergraduates,505.5,MaleUndergraduates0.25
185,2004,FemaleUndergraduates,688.5,FemaleUndergraduates0.25
186,2004,TotalUndergraduates,1218.5,TotalUndergraduates0.25
187,2004,SportCode,2.0,SportCode0.25
188,2004,ParticipantsMensTeam,13.0,ParticipantsMensTeam0.25
189,2004,ParticipantsWomensTeam,12.0,ParticipantsWomensTeam0.25
190,2004,ParticipantsMenCoedTeam,13.0,ParticipantsMenCoedTeam0.25
191,2004,ParticipantsWomenCoedTeam,16.0,ParticipantsWomenCoedTeam0.25
192,2004,TotalParticipantsMensTeamMenCoedTeam,13.0,TotalParticipantsMensTeamMenCoedTeam0.25
193,2004,TotalParticipantsWomensTeamWomenCoedTeam,12.0,TotalParticipantsWomensTeamWomenCoedTeam0.25
194,2004,OperatingExpensesperParticipantMensTeam,1300.0,OperatingExpensesperParticipantMensTeam0.25
195,2004,OperatingExpensesperTeamMensTeam,20257.0,OperatingExpensesperTeamMensTeam0.25
196,2004,OperatingExpensesperParticipantWomensTeam,1293.5,OperatingExpensesperParticipantWomensTeam0.25
197,2004,OperatingExpensesperTeamWomensTeam,17670.0,OperatingExpensesperTeamWomensTeam0.25
198,2004,TotalOperatingExpensesMensTeamandWomensTeam,38658.0,TotalOperatingExpensesMensTeamandWomensTeam0.25
199,2004,OperatingExpensesperParticipantMenCoedTeam,1781.689655,OperatingExpensesperParticipantMenCoedTeam0.25
200,2004,OperatingExpensesperTeamMenCoedTeam,23161.96552,OperatingExpensesperTeamMenCoedTeam0.25
201,2004,OperatingExpensesperParticipantWomenCoedTeam,1781.689655,OperatingExpensesperParticipantWomenCoedTeam0.25
202,2004,OperatingExpensesperTeamWomenCoedTeam,28507.03448,OperatingExpensesperTeamWomenCoedTeam0.25
203,2004,TotalOperatingExpensesMenCoedTeamWomenCoedTeam,51669.0,TotalOperatingExpensesMenCoedTeamWomenCoedTeam0.25
204,2004,RevenuesMensTeam,46399.5,RevenuesMensTeam0.25
205,2004,RevenuesWomensTeam,37785.0,RevenuesWomensTeam0.25
206,2004,TotalRevenuesForMensTeamandWomensTeam,85130.5,TotalRevenuesForMensTeamandWomensTeam0.25
207,2004,RevenuesMenCoedTeam,39528.06897,RevenuesMenCoedTeam0.25
208,2004,RevenuesWomenCoedTeam,48649.93103,RevenuesWomenCoedTeam0.25
209,2004,TotalRevenuesMenCoedTeamWomenCoedTeam,88178.0,TotalRevenuesMenCoedTeamWomenCoedTeam0.25
210,2004,TotalRevenuesMensTeamandMenCoedTeam,45072.75,TotalRevenuesMensTeamandMenCoedTeam0.25
211,2004,TotalRevenuesWomensTeamandWomenCoedTeam,34397.25,TotalRevenuesWomensTeamandWomenCoedTeam0.25
212,2004,TotalRevenuesMensTeamWomensTeamandCoedTeam,85057.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.25
213,2004,ExpensesMensTeam,52671.0,ExpensesMensTeam0.25
214,2004,ExpensesWomensTeam,47835.0,ExpensesWomensTeam0.25
215,2004,TotalExpensesMensTeamandWomensTeam,98420.25,TotalExpensesMensTeamandWomensTeam0.25
216,2004,ExpensesMenCoedTeam,125948.0345,ExpensesMenCoedTeam0.25
217,2004,ExpensesWomenCoedTeam,155012.9655,ExpensesWomenCoedTeam0.25
218,2004,TotalExpensesMenCoedTeamandWomenCoedTeam,280961.0,TotalExpensesMenCoedTeamandWomenCoedTeam0.25
219,2004,TotalExpensesMensTeamandMenCoedTeam,50934.0,TotalExpensesMensTeamandMenCoedTeam0.25
220,2004,TotalExpensesWomensTeamandWomenCoedTeam,42172.75,TotalExpensesWomensTeamandWomenCoedTeam0.25
221,2004,TotalExpensesMensTeamWomensTeamandCoedTeam,96865.5,TotalExpensesMensTeamWomensTeamandCoedTeam0.25
222,2004,UNITID,178688.0,UNITID0.5
223,2004,ClassificationName,7.0,ClassificationName0.5
224,2004,SanctionCode,1.0,SanctionCode0.5
225,2004,MaleUndergraduates,951.0,MaleUndergraduates0.5
226,2004,FemaleUndergraduates,1273.0,FemaleUndergraduates0.5
227,2004,TotalUndergraduates,2243.0,TotalUndergraduates0.5
228,2004,SportCode,2.0,SportCode0.5
229,2004,ParticipantsMensTeam,15.0,ParticipantsMensTeam0.5
230,2004,ParticipantsWomensTeam,14.0,ParticipantsWomensTeam0.5
231,2004,ParticipantsMenCoedTeam,13.0,ParticipantsMenCoedTeam0.5
232,2004,ParticipantsWomenCoedTeam,16.0,ParticipantsWomenCoedTeam0.5
233,2004,TotalParticipantsMensTeamMenCoedTeam,15.0,TotalParticipantsMensTeamMenCoedTeam0.5
234,2004,TotalParticipantsWomensTeamWomenCoedTeam,14.0,TotalParticipantsWomensTeamWomenCoedTeam0.5
235,2004,OperatingExpensesperParticipantMensTeam,2104.0,OperatingExpensesperParticipantMensTeam0.5
236,2004,OperatingExpensesperTeamMensTeam,33300.0,OperatingExpensesperTeamMensTeam0.5
237,2004,OperatingExpensesperParticipantWomensTeam,2123.0,OperatingExpensesperParticipantWomensTeam0.5
238,2004,OperatingExpensesperTeamWomensTeam,29296.0,OperatingExpensesperTeamWomensTeam0.5
239,2004,TotalOperatingExpensesMensTeamandWomensTeam,62940.0,TotalOperatingExpensesMensTeamandWomensTeam0.5
240,2004,OperatingExpensesperParticipantMenCoedTeam,1781.689655,OperatingExpensesperParticipantMenCoedTeam0.5
241,2004,OperatingExpensesperTeamMenCoedTeam,23161.96552,OperatingExpensesperTeamMenCoedTeam0.5
242,2004,OperatingExpensesperParticipantWomenCoedTeam,1781.689655,OperatingExpensesperParticipantWomenCoedTeam0.5
243,2004,OperatingExpensesperTeamWomenCoedTeam,28507.03448,OperatingExpensesperTeamWomenCoedTeam0.5
244,2004,TotalOperatingExpensesMenCoedTeamWomenCoedTeam,51669.0,TotalOperatingExpensesMenCoedTeamWomenCoedTeam0.5
245,2004,RevenuesMensTeam,113390.0,RevenuesMensTeam0.5
246,2004,RevenuesWomensTeam,86973.0,RevenuesWomensTeam0.5
247,2004,TotalRevenuesForMensTeamandWomensTeam,203119.0,TotalRevenuesForMensTeamandWomensTeam0.5
248,2004,RevenuesMenCoedTeam,39528.06897,RevenuesMenCoedTeam0.5
249,2004,RevenuesWomenCoedTeam,48649.93103,RevenuesWomenCoedTeam0.5
250,2004,TotalRevenuesMenCoedTeamWomenCoedTeam,88178.0,TotalRevenuesMenCoedTeamWomenCoedTeam0.5
251,2004,TotalRevenuesMensTeamandMenCoedTeam,112505.0,TotalRevenuesMensTeamandMenCoedTeam0.5
252,2004,TotalRevenuesWomensTeamandWomenCoedTeam,81904.0,TotalRevenuesWomensTeamandWomenCoedTeam0.5
253,2004,TotalRevenuesMensTeamWomensTeamandCoedTeam,203116.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.5
254,2004,ExpensesMensTeam,119541.0,ExpensesMensTeam0.5
255,2004,ExpensesWomensTeam,102442.0,ExpensesWomensTeam0.5
256,2004,TotalExpensesMensTeamandWomensTeam,214620.5,TotalExpensesMensTeamandWomensTeam0.5
257,2004,ExpensesMenCoedTeam,125948.0345,ExpensesMenCoedTeam0.5
258,2004,ExpensesWomenCoedTeam,155012.9655,ExpensesWomenCoedTeam0.5
259,2004,TotalExpensesMenCoedTeamandWomenCoedTeam,280961.0,TotalExpensesMenCoedTeamandWomenCoedTeam0.5
260,2004,TotalExpensesMensTeamandMenCoedTeam,116890.0,TotalExpensesMensTeamandMenCoedTeam0.5
261,2004,TotalExpensesWomensTeamandWomenCoedTeam,96002.5,TotalExpensesWomensTeamandWomenCoedTeam0.5
262,2004,TotalExpensesMensTeamWomensTeamandCoedTeam,213040.5,TotalExpensesMensTeamWomensTeamandCoedTeam0.5
263,2004,UNITID,211304.0,UNITID0.75
264,2004,ClassificationName,10.0,ClassificationName0.75
265,2004,SanctionCode,3.0,SanctionCode0.75
266,2004,MaleUndergraduates,2193.5,MaleUndergraduates0.75
267,2004,FemaleUndergraduates,2743.5,FemaleUndergraduates0.75
268,2004,TotalUndergraduates,4885.0,TotalUndergraduates0.75
269,2004,SportCode,2.0,SportCode0.75
270,2004,ParticipantsMensTeam,17.0,ParticipantsMensTeam0.75
271,2004,ParticipantsWomensTeam,15.0,ParticipantsWomensTeam0.75
272,2004,ParticipantsMenCoedTeam,13.0,ParticipantsMenCoedTeam0.75
273,2004,ParticipantsWomenCoedTeam,16.0,ParticipantsWomenCoedTeam0.75
274,2004,TotalParticipantsMensTeamMenCoedTeam,17.0,TotalParticipantsMensTeamMenCoedTeam0.75
275,2004,TotalParticipantsWomensTeamWomenCoedTeam,15.0,TotalParticipantsWomensTeamWomenCoedTeam0.75
276,2004,OperatingExpensesperParticipantMensTeam,4725.5,OperatingExpensesperParticipantMensTeam0.75
277,2004,OperatingExpensesperTeamMensTeam,71173.5,OperatingExpensesperTeamMensTeam0.75
278,2004,OperatingExpensesperParticipantWomensTeam,4389.0,OperatingExpensesperParticipantWomensTeam0.75
279,2004,OperatingExpensesperTeamWomensTeam,60614.0,OperatingExpensesperTeamWomensTeam0.75
280,2004,TotalOperatingExpensesMensTeamandWomensTeam,126695.5,TotalOperatingExpensesMensTeamandWomensTeam0.75
281,2004,OperatingExpensesperParticipantMenCoedTeam,1781.689655,OperatingExpensesperParticipantMenCoedTeam0.75
282,2004,OperatingExpensesperTeamMenCoedTeam,23161.96552,OperatingExpensesperTeamMenCoedTeam0.75
283,2004,OperatingExpensesperParticipantWomenCoedTeam,1781.689655,OperatingExpensesperParticipantWomenCoedTeam0.75
284,2004,OperatingExpensesperTeamWomenCoedTeam,28507.03448,OperatingExpensesperTeamWomenCoedTeam0.75
285,2004,TotalOperatingExpensesMenCoedTeamWomenCoedTeam,51669.0,TotalOperatingExpensesMenCoedTeamWomenCoedTeam0.75
286,2004,RevenuesMensTeam,307403.0,RevenuesMensTeam0.75
287,2004,RevenuesWomensTeam,207079.0,RevenuesWomensTeam0.75
288,2004,TotalRevenuesForMensTeamandWomensTeam,529190.5,TotalRevenuesForMensTeamandWomensTeam0.75
289,2004,RevenuesMenCoedTeam,39528.06897,RevenuesMenCoedTeam0.75
290,2004,RevenuesWomenCoedTeam,48649.93103,RevenuesWomenCoedTeam0.75
291,2004,TotalRevenuesMenCoedTeamWomenCoedTeam,88178.0,TotalRevenuesMenCoedTeamWomenCoedTeam0.75
292,2004,TotalRevenuesMensTeamandMenCoedTeam,304947.75,TotalRevenuesMensTeamandMenCoedTeam0.75
293,2004,TotalRevenuesWomensTeamandWomenCoedTeam,198861.75,TotalRevenuesWomensTeamandWomenCoedTeam0.75
294,2004,TotalRevenuesMensTeamWomensTeamandCoedTeam,528740.75,TotalRevenuesMensTeamWomensTeamandCoedTeam0.75
295,2004,ExpensesMensTeam,336280.0,ExpensesMensTeam0.75
296,2004,ExpensesWomensTeam,306219.0,ExpensesWomensTeam0.75
